x,y1,y2
2.95896,0.126592,0.18162
2.96697,0.126592,0.17374
2.97497,0.126592,0.165848
2.98298,0.126592,0.157945
2.99099,0.126592,0.150033
2.999,0.126592,0.142111
3.00701,0.126592,0.13418
3.01502,0.126239,0.12624
3.02302,0.118283,0.118292
3.03103,0.110322,0.110337
3.03904,0.102358,0.102374
3.04705,0.094389,0.0944048
3.05506,0.0864162,0.0864296
3.06306,0.0784394,0.0784489
3.07107,0.0704585,0.0704631
3.07908,0.0624735,0.0624729
3.08709,0.0544845,0.0544786
3.0951,0.0464914,0.0464808
3.1031,0.0384942,0.03848
3.11111,0.030493,0.0304768
3.11912,0.0224877,0.0224716
3.12713,0.0144783,0.014465
3.13514,0.00646485,0.00645747
3.14314,1.22465e-16,-0.00155049
3.15115,1.22465e-16,-0.00955835
3.15916,1.22465e-16,-0.0175656
3.16717,1.22465e-16,-0.0255717
3.17518,1.22465e-16,-0.0335762
3.18318,1.22465e-16,-0.0415785
3.19119,1.22465e-16,-0.0495782
3.1992,1.22465e-16,-0.0575747
3.20721,1.22465e-16,-0.0655675
3.21522,1.22465e-16,-0.0735561
3.22322,1.22465e-16,-0.0815399
3.23123,1.22465e-16,-0.0895186
3.23924,1.22465e-16,-0.0974915
3.24725,1.22465e-16,-0.105458
3.25526,1.22465e-16,-0.113418
3.26326,1.22465e-16,-0.121371
3.27127,1.22465e-16,-0.129315
3.27928,1.22465e-16,-0.137252
3.28729,1.22465e-16,-0.14518
3.2953,1.22465e-16,-0.153098
3.3033,1.22465e-16,-0.161007
3.31131,1.22465e-16,-0.168905
3.31932,1.22465e-16,-0.176793
3.32733,1.22465e-16,-0.184669
3.33534,1.22465e-16,-0.192533
3.34334,1.22465e-16,-0.200385
3.35135,1.22465e-16,-0.208224
3.35936,1.22465e-16,-0.21605
3.36737,1.22465e-16,-0.223861
3.37538,1.22465e-16,-0.231659
3.38338,1.22465e-16,-0.239442
3.39139,1.22465e-16,-0.247209
3.3994,1.22465e-16,-0.25496
3.40741,1.22465e-16,-0.262695
3.41542,1.22465e-16,-0.270414
3.42342,1.22465e-16,-0.278115
3.43143,1.22465e-16,-0.285798
3.43944,1.22465e-16,-0.293462
3.44745,1.22465e-16,-0.301108
3.45546,1.22465e-16,-0.308735
3.46346,1.22465e-16,-0.316342
3.47147,1.22465e-16,-0.323928
3.47948,1.22465e-16,-0.331494
3.48749,1.22465e-16,-0.339039
3.4955,1.22465e-16,-0.346561
3.5035,1.22465e-16,-0.354062
3.51151,1.22465e-16,-0.36154
3.51952,1.22465e-16,-0.368994
3.52753,1.22465e-16,-0.376425
3.53554,1.22465e-16,-0.383832
3.54354,1.22465e-16,-0.391214
3.55155,1.22465e-16,-0.398572
3.55956,1.22465e-16,-0.405903
3.56757,1.22465e-16,-0.413209
3.57558,1.22465e-16,-0.420488
3.58358,1.22465e-16,-0.42774
3.59159,1.22465e-16,-0.434965
3.5996,1.22465e-16,-0.442161
3.60761,1.22465e-16,-0.44933
3.61562,1.22465e-16,-0.456469
3.62362,1.22465e-16,-0.46358
3.63163,1.22465e-16,-0.47066
3.63964,1.22465e-16,-0.477711
3.64765,1.22465e-16,-0.48473
3.65566,1.22465e-16,-0.491719
3.66366,1.22465e-16,-0.498676
3.67167,1.22465e-16,-0.505602
3.67968,1.22465e-16,-0.512494
3.68769,1.22465e-16,-0.519354
3.6957,1.22465e-16,-0.526181
3.7037,1.22465e-16,-0.532974
3.71171,1.22465e-16,-0.539732
3.71972,1.22465e-16,-0.546456
3.72773,1.22465e-16,-0.553145
3.73574,1.22465e-16,-0.559799
3.74374,1.22465e-16,-0.566417
3.75175,1.22465e-16,-0.572998
3.75976,1.22465e-16,-0.579542
3.76777,1.22465e-16,-0.58605
3.77578,1.22465e-16,-0.59252
3.78378,1.22465e-16,-0.598952
3.79179,1.22465e-16,-0.605345
3.7998,1.22465e-16,-0.6117
3.80781,1.22465e-16,-0.618015
3.81582,1.22465e-16,-0.624291
3.82382,1.22465e-16,-0.630526
3.83183,1.22465e-16,-0.636722
3.83984,1.22465e-16,-0.642876
3.84785,1.22465e-16,-0.648989
3.85586,1.22465e-16,-0.655061
3.86386,1.22465e-16,-0.66109
3.87187,1.22465e-16,-0.667078
3.87988,1.22465e-16,-0.673022
3.88789,1.22465e-16,-0.678923
3.8959,1.22465e-16,-0.684781
3.9039,1.22465e-16,-0.690595
3.91191,1.22465e-16,-0.696364
3.91992,1.22465e-16,-0.702089
3.92793,1.22465e-16,-0.707769
3.93594,1.22465e-16,-0.713404
3.94394,1.22465e-16,-0.718992
3.95195,1.22465e-16,-0.724535
3.95996,1.22465e-16,-0.730031
3.96797,1.22465e-16,-0.73548
3.97598,1.22465e-16,-0.740882
3.98398,1.22465e-16,-0.746237
3.99199,1.22465e-16,-0.751544
4,1.22465e-16,-0.756802
