x,y1,y2
3.81582,1,3.81582
3.82382,1,3.82382
3.83183,1,3.83183
3.83984,1,3.83984
3.84785,1,3.84785
3.85586,1,3.85586
3.86386,1,3.86386
3.87187,1,3.87187
3.87988,1,3.87988
3.88789,1,3.88789
3.8959,1,3.8959
3.9039,1,3.9039
3.91191,1,3.91191
3.91992,1,3.91992
3.92793,1,3.92793
3.93594,1,3.93594
3.94394,1,3.94394
3.95195,1,3.95195
3.95996,1,3.95996
3.96797,1,3.96797
3.97598,1,3.97598
3.98398,1,3.98398
3.99199,1,3.99199
4,1,4
